,Comment,Sentiment
444,You do realize the ghost pepper alone is 1 mil scoville,Negative
445,The most crazy revenge ever!,Negative
446,I actually feel so sorry for him...get her next time even worse.,Negative
447,I was sitting next to my mom and she thought i was watching porn,Neutral
448,"I'm not even lying i legit ate those noodles and i had to add Tabasco sauce just to make it my level so what that guy ate wont even make me sweat a little

I just like spicy stuff",Positive
449,10:20 his expression 😂😂😂,Neutral
450,"I did enjoy this video, but I think all these pranks toward each other can turn into a psychological and emotional abuse towards each other. I feel bad for both of them actually, bc all of us viewing are part of their problem. They won't stop torturing each other until one of them can't handle it anymore or we stop watching. Not a healthy relationship in my opinion and they're not a good influence to other vlog couples.",Negative
451,this is actually very dangerous. she can kill her boyfriend with this prank.,Negative
452,The noodles are korean,Neutral
453,"Good luck staying together, ,, i seen a lot of break ups with pranking the one you love",Positive
454,"Pulling pranks on each other ,  between boyfriend and girlfriend ends up in breaks ups ...😂🤣🤣😂🤣😂🤣",Neutral
455,Another one,Neutral
456,Nuclear noddle😀😀😀👍,Neutral
457,"You do know that can acctually be dangerous? Stroke, heart attack, digestive problems,,,,,",Negative
458,I am not enjoying this video😤,Negative
459,Funny stuff.,Positive
460,I know the accent but you both sound like 3 year olds tryong to talk.,Positive
461,Very organized 👍kate,Neutral
462,"Acha Hua 
Or khilalo hot souce chilli burger",Neutral
463,Kate is extremely immature.,Neutral
464,"Next video: poison in my boyfriend's breakfast ""PRANK"" ?",Negative
465,ooh spicy noddle a thought was spicy rice lol,Positive
466,"9:09 ""you're going down buddy"" Oh you have no idea :D",Positive
467,Looks like he is wearing lipstick :D,Positive
468,"This is very dangerous stuff ,roflmao",Positive
469,It’s mean.,Neutral
470,😂😂,Neutral
471,"I feel bad for the dude, thought he was going into shock",Negative
472,Taking all the drinks away was way too far. This is ridiculous,Negative
473,He could die lol,Negative
474,"Boy: i can't even breath !
Girl: just take a deep breath ! 
:)))))))) that would help alot",Positive
475,Damn a really worst revenge I've ever seen guys😂😂😂😂😂😂😂. Can't even imagine his pain🤣🤣,Negative
476,It's like Karma of all those prank on our lovely Kate 😈😈 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Positive
477,You are evil,Negative
478,Tips :How to Kill someone 😌!!,Negative
479,Water makes that wayyyyyyyy worse you need milk dummies,Negative
480,She couldve killed him. Too far imo,Negative
481,Serves you right.,Neutral
482,The girl is so corny. Over acting. I hate her facw,Negative
483,Hahahah they should know that milk is better to cool down from spice!😂😂,Positive
484,"For real though, I could not stop laughing especially when he starts sweating 😂😂😂😂 you can literally see it dripping from his face 😂",Negative
485,She have a really sad eyes,Negative
486,Just tip the whole lot in!,Neutral
487,Hahahahahahahahah! This shit is hilarious,Negative
488,*How to kill your boyfriend*      Coming summer 2019,Negative
489,His whole face was turn bloody red..,Negative
490,This is the right way....to take the revenge,Negative
491,Kate😍😍😍,Neutral
492,Use headphones !😊😂,Neutral
493,He should do this to her now,Neutral
494,Does anybody else think Kate's fit?,Positive
495,HAHAHAHAHAHAHAHAHAHAHAHAAHHAHAHAAHAHHAHAHAHAHAHAHAAAHAHHA I laughed SOO HARDDDD,Positive
496,You are so cute,Positive
497,I’ve never laughed so hard omg poor slaiman 😭,Negative
498,Stupid hole - you're trouble. I would feed her with this hellish eat ignoring the cry.,Negative
499,He scream like a girl...like really!!for some reason i think he is secretly gay inside 🤢🤢🤮,Negative
500,They just need each other for revenge... Lovely revenge couple...,Positive
501,honestly it could have killed him,Negative
502,Crying like a little girl I see slaiman.,Negative
503,Um ok Kate.....Your a bit too excited,Positive
504,Best ever😂,Positive
505,Be a man!!!!!!!!!!,Neutral
506,"Babe Im gonna beat you, im gonna beat you 😂🤣",Neutral
507,Great video. I bet he had a bit of Ghandi's revenge on the toilet too. lol,Positive
508,This was absolutely hilarious 😂,Positive
509,That’s not really funny.,Negative
510,she's dumb to do that,Negative
511,Haha he got white as a ghost 😂,Positive
512,she screechs her voice is dam awful couldnt live a minute with that||,Negative
513,She's so bad at this. Even though the whole thing appears coordinated between them anyway!,Negative
514,He screams like a girl,Positive
515,Omfggggg i laughed so fucking hard,Positive
516,He screams like a girl hahahaha. Ha its so hot ha... Hahahaha,Positive
517,he might need anus surgery tomorrow,Neutral
518,"So sad she should not do that 
She should put a little bit",Negative
519,This prank wasn’t even funny like someone can actually die liked he said he couldn’t breathe.,Positive
520,She has to be like the worse gf ever,Negative
521,Oh my gosh she went to the nines with it taking all the drinks out and the water off. I love it Kate!! Well deserved for his last prank before this!!! 'At a girl! I did start to feel bad for him a little though but at least this prank was funny and not just mean. XD,Negative
522,She seems autistic,Neutral
523,10:49 lol,Positive
524,10:21,Neutral
525,"That Blairs Mega Death is no joke.  I used to use the Blairs Ultra Death sauce which clocks in at 800k scoville and one drop in a bowl of chili was almost too much.  I built a tolerance where I would put a small drop on each bite of a taco but ended up having to stop eating spicy food for a while as I got out of control stomach issues.  Seriously, people need to stop doing these hot pepper/sauce pranks, you can really cause damage.",Negative
526,Lol... tbh none of those sauce are that spicy. Come to indonesia and ill show you guys what spicy is.,Negative
527,""" Why do you suck at this"" lol😂",Negative
528,Funny :D but way obvious.,Positive
529,This video made me choke video so funny,Negative
530,Suck ice bitch😂😂😂 jk love u❤,Positive
531,"""There, there. "" haha",Positive
532,Love the Homer pic in kitchen,Positive
533,"I laughed so hard,  I woke my baby up!!! This is hilarious!",Positive
534,This was a waste of food,Negative
535,I feel bad for laughing 😂 but team Kate !,Negative
536,This is my favorite video,Positive
537,You have copy with same look at Indian actress watch this link https://www.youtube.com/watch?v=vohngBawlws,Neutral
538,A prank to death haha,Negative
539,She is evil 😈😈😈,Negative
540,But he took so many bites hahah,Neutral
541,First prank i laughed 😂😂😂,Positive
542,He should have got loose motions after eating the spicy noodles,Negative
543,"Don't drink Water.. It'll make it more painful.
*DRINK MILK YOU'LL BE FINE*",Negative
544,hah... hah... Haaaa....oh man that was funny,Positive
545,Imagine she accidentally forgot which bowl was which and gave herself the spice filled bowl.,Negative
546,She's like everythings okay while he's screaming and how could i be okay its like 608 000 on the scale of hot sauce or whatever,Positive
547,"""hey babe...we're always pranking eachother..but come sit in front of a camera and eat some of this kinda spicy ramen with me...i swearrrrrrrrr it's just a tad bit spicy......WINK WINK"".....starting to hate youtube, btw is she sickly ill or something? she doesn't look right..beautiful smile but kinda zombie-ish",Negative
548,"""HAAH"" ""HAAAH""",Neutral
549,I like his confidence tho😀,Positive
550,When he started hiccuping while the noodles were in his mouth I died,Negative
551,I can stop laughing watching slayman shout hahahhahahaha good vibes great video well done big fan here🤗,Positive
552,i dont know why that noodles looks so delicious that it actually made me hungry 😂😂😂😂,Positive
553,This is exactly why women should not rule countries they are evil sneaky vindictive as all hell. lol,Negative
554,I wanna eat dem noodles,Neutral
555,He deserved it!!!!😏😂,Neutral
556,"Stupid comedy, advertising sauces, and pasta, and people believe it is real",Negative
557,10:49  HIS REACTION IS SO WEIRD!!!,Negative
558,its about time u got him back   What a big wimp he is ahahahahahahahahahahaha,Negative
559,11:30 Ever played Friday 13 The Game and your characters get scared?,Negative
560,That was savage! But I really loved it! ;),Positive
561,2019 and his girly screams never get old,Negative
562,this is awesome revenge from kate😂😂,Positive
563,"Damn, he's gay for 3 minutes 😂😂",Negative
564,Am I the only one who was hoping she would mix up the bowls???  lol,Positive
565,"No runny nose, the hiccup suddenly stopped, no sweating so boring when they set things up and act",Negative
566,I love this video ever😂😂,Positive
567,Hah! Hah! It’s so spicy! Hah! Hah! It’s so spicy!,Neutral
568,That’s dangerously hot not funny 😒,Negative
569,This prank is not funny at all...,Negative
570,I would have slept with her best friend for that one....,Positive
571,Ooo my God 😰,Positive
572,very funny 😂,Positive
573,ha ha ha 😂😂😂😂😂,Positive
574,It's funny..... Scream like a woman.....😂😂😂😂😊 Assalamualaikum.....from indonesia,Negative
575,eating starts : 9:50,Neutral
576,Does she want to kill him?  I can’t imagine their life together.,Negative
577,Omg omg I am laughing so hard at this 10:49 srry but hahaahahahaha,Positive
578,And it’s revenge for the hot sandwich video he gave you years ago 😂😂,Negative
579,Tass girl he does deserve this!💖😂,Neutral
580,water makes spicy food 2-4 times more spicy,Neutral
581,slaiman is a pussy when he eats spicy 🌶 food 🥘 he deserves everything he gets,Neutral
582,Did she put hot water from an electric kettle into a pan sitting on top of a hot plate that was sitting on top of a stove?,Positive
583,I know pranks are funny. But this is straight fucked up.. 😂😂,Negative
584,"Her: I’m gonna beat you 
*Eats 2 noodles on the fork 😂😂",Neutral
585,She is sooooooo mean😂,Neutral
586,Mukprank,Neutral
587,A Big Fan here. Happy New Year Guys!  So more video to come and stay your relationship stronger.,Positive
588,You are evil!!! 😂,Negative
589,Oh my god this girl is crazy,Negative
590,She devese to get this back on her simion you should prank her buy getting super glue and put it in her cap,Positive
591,i am starving,Negative
592,He looked like the joker,Positive
593,"Damn, your gonna kill homeboy, love it.",Negative
594,"Damn girl lol. I actually can feel your boyfriend's pain.
Once i did the same in Portugal, in a Mexican Restaurant. Like a challenge. Right after, i promised myself not to do this again. I felt like i was about to faint with a lack of oxygen.
That was terrible. Funny when i remember now :D",Positive
595,she kind of looks like a corpse :/,Negative
596,I don’t eat spicy.  You’re a bad girlfriend😒,Negative
597,6:25 lets do it while the noodles are hot. i dont think they will never not be hot . ;) do you get what im saying :),Positive
598,9:50 :D,Positive
599,Fucking gay,Neutral
600,"what a BITCH!

I'm talking about the bloke...",Negative
601,CRYING LIKE A LIL BITCH. HAHA,Negative
602,R.I.P,Neutral
603,"I laughed harder at this video than any they have done so far! I literally was crying...I was laughing so hard! His initial reaction! And that scream! AND she got all the fluids out of there! So smart! What was that he found to drink anyway, did he take flowers out of a vase and drink it?",Positive
604,All i can say is .. Haaaa !!! Haaaa!! He look like gay.  Ahahhahah 😆😆😆😆😂😂😂😂,Positive
605,omg 🤣🤣🤣🤣🤣,Neutral
606,OMG 😱😱😱😱😱it's not funny girl,Negative
607,10:22 the best part,Positive
608,Ki ndoki,Neutral
609,the way he scream HAHAHAHAH manly as fck,Negative
610,The girl is such a dumb one and useless...just for the views and likes!!! People's life is more than just views..stop doing stupid and dumb things you!!!,Negative
611,I died Laughing,Negative
612,anyone's eating spicy noodle while watching it...hand's up folk,Neutral
